path,label,fold
data/train/train\4\92501.png,4,1
data/train/train\4\92502.png,4,0
data/train/train\4\92504.png,4,2
data/train/train\4\92505.png,4,1
data/train/train\4\9881.png,4,2
data/train/train\4\9882.png,4,4
data/train/train\4\9883.png,4,2
data/train/train\4\9884.png,4,1
data/train/train\4\9885.png,4,2
data/train/train\4\9886.png,4,3
data/train/train\4\9887.png,4,4
data/train/train\4\9888.png,4,3
data/train/train\4\9889.png,4,1
data/train/train\4\9890.png,4,1
data/train/train\4\9891.png,4,4
data/train/train\4\9892.png,4,1
data/train/train\4\9893.png,4,0
data/train/train\4\9894.png,4,4
data/train/train\4\9895.png,4,2
data/train/train\4\9896.png,4,4
data/train/train\4\9897.png,4,2
data/train/train\4\9898.png,4,0
data/train/train\4\9899.png,4,3
data/train/train\4\9900.png,4,1
data/train/train\4\9901.png,4,3
data/train/train\4\9902.png,4,0
data/train/train\4\9903.png,4,4
data/train/train\4\9904.png,4,0
data/train/train\4\9905.png,4,1
data/train/train\4\9906.png,4,2
data/train/train\4\9907.png,4,3
data/train/train\4\9908.png,4,3
data/train/train\4\9910.png,4,3
data/train/train\4\9912.png,4,3
data/train/train\4\9913.png,4,0
data/train/train\4\9915.png,4,3
data/train/train\4\9916.png,4,2
data/train/train\4\9917.png,4,1
data/train/train\4\9918.png,4,3
data/train/train\4\9919.png,4,3
data/train/train\4\9920.png,4,1
data/train/train\4\9921.png,4,0
data/train/train\4\9923.png,4,1
data/train/train\4\9926.png,4,3
data/train/train\4\9929.png,4,3
data/train/train\4\9932.png,4,4
data/train/train\4\9933.png,4,1
data/train/train\4\9936.png,4,3
data/train/train\4\9941.png,4,2
data/train/train\4\9948.png,4,3
data/train/train\4\9949.png,4,1
data/train/train\4\9951.png,4,2
data/train/train\4\9953.png,4,2
data/train/train\4\9954.png,4,0
data/train/train\4\9956.png,4,3
data/train/train\5\10000.png,5,0
data/train/train\5\10001.png,5,4
data/train/train\5\10003.png,5,4
data/train/train\5\10004.png,5,0
data/train/train\5\10005.png,5,4
data/train/train\5\10006.png,5,2
data/train/train\5\10007.png,5,0
data/train/train\5\10008.png,5,1
data/train/train\5\10009.png,5,3
data/train/train\5\10010.png,5,4
data/train/train\5\10011.png,5,0
data/train/train\5\10012.png,5,1
data/train/train\5\10013.png,5,3
data/train/train\5\10014.png,5,2
data/train/train\5\10016.png,5,2
data/train/train\5\10017.png,5,3
data/train/train\5\10018.png,5,0
data/train/train\5\10019.png,5,2
data/train/train\5\10020.png,5,2
data/train/train\5\10022.png,5,1
data/train/train\5\10023.png,5,3
data/train/train\5\10024.png,5,2
data/train/train\5\10025.png,5,4
data/train/train\5\10026.png,5,2
data/train/train\5\10027.png,5,3
data/train/train\5\10028.png,5,2
data/train/train\5\10029.png,5,4
data/train/train\5\10030.png,5,1
data/train/train\5\10031.png,5,1
data/train/train\5\10032.png,5,3
data/train/train\5\10033.png,5,1
data/train/train\5\10034.png,5,4
data/train/train\5\10035.png,5,2
data/train/train\5\10036.png,5,4
data/train/train\5\10038.png,5,1
data/train/train\5\10039.png,5,4
data/train/train\5\10042.png,5,0
data/train/train\5\10043.png,5,2
data/train/train\5\10044.png,5,1
data/train/train\5\10047.png,5,2
data/train/train\5\10048.png,5,0
data/train/train\5\10049.png,5,4
data/train/train\5\10052.png,5,1
data/train/train\5\10053.png,5,1
data/train/train\5\10054.png,5,0
data/train/train\5\10055.png,5,0
data/train/train\5\10057.png,5,3
data/train/train\5\10059.png,5,1
data/train/train\5\12650.png,5,1
data/train/train\5\12651.png,5,1
data/train/train\5\12653.png,5,2
data/train/train\5\12654.png,5,1
data/train/train\5\12655.png,5,4
data/train/train\5\12656.png,5,2
data/train/train\5\12657.png,5,1
data/train/train\5\12658.png,5,3
data/train/train\5\12659.png,5,2
data/train/train\5\12660.png,5,2
data/train/train\5\12661.png,5,1
data/train/train\5\12662.png,5,0
data/train/train\5\12663.png,5,4
data/train/train\5\12666.png,5,2
data/train/train\5\12668.png,5,2
data/train/train\5\12669.png,5,1
data/train/train\5\12671.png,5,3
data/train/train\5\12672.png,5,4
data/train/train\5\12673.png,5,1
data/train/train\5\12674.png,5,3
data/train/train\5\12675.png,5,2
data/train/train\5\12676.png,5,4
data/train/train\5\13540.png,5,1
data/train/train\5\13541.png,5,2
data/train/train\5\13542.png,5,4
data/train/train\5\13543.png,5,0
data/train/train\5\13544.png,5,2
data/train/train\5\13546.png,5,0
data/train/train\5\13548.png,5,0
data/train/train\5\13550.png,5,1
data/train/train\5\13551.png,5,3
data/train/train\5\13552.png,5,0
data/train/train\5\13553.png,5,0
data/train/train\5\13555.png,5,0
data/train/train\5\13556.png,5,0
data/train/train\5\13557.png,5,0
data/train/train\5\13558.png,5,4
data/train/train\5\18904.png,5,1
data/train/train\5\18905.png,5,3
data/train/train\5\18906.png,5,3
data/train/train\5\18907.png,5,4
data/train/train\5\18908.png,5,1
data/train/train\5\18909.png,5,2
data/train/train\5\18910.png,5,2
data/train/train\5\18911.png,5,0
data/train/train\5\18912.png,5,3
data/train/train\5\18913.png,5,2
data/train/train\5\18914.png,5,1
data/train/train\5\18917.png,5,1
data/train/train\5\18918.png,5,3
data/train/train\5\18919.png,5,4
data/train/train\5\18920.png,5,3
data/train/train\5\18921.png,5,2
data/train/train\5\18922.png,5,3
data/train/train\5\18923.png,5,3
data/train/train\5\18924.png,5,1
data/train/train\5\18925.png,5,0
data/train/train\5\18926.png,5,2
data/train/train\5\18928.png,5,3
data/train/train\5\18929.png,5,1
data/train/train\5\18930.png,5,0
data/train/train\5\18931.png,5,0
data/train/train\5\18932.png,5,0
data/train/train\5\18933.png,5,4
data/train/train\5\18934.png,5,3
data/train/train\5\18935.png,5,4
data/train/train\5\18936.png,5,2
data/train/train\5\18937.png,5,4
data/train/train\5\18938.png,5,2
data/train/train\5\18939.png,5,3
data/train/train\5\18940.png,5,1
data/train/train\5\18941.png,5,3
data/train/train\5\18943.png,5,3
data/train/train\5\18944.png,5,3
data/train/train\5\18945.png,5,1
data/train/train\5\18946.png,5,1
data/train/train\5\18947.png,5,2
data/train/train\5\18949.png,5,0
data/train/train\5\18950.png,5,2
data/train/train\5\18951.png,5,4
data/train/train\5\18952.png,5,2
data/train/train\5\18953.png,5,1
data/train/train\5\18954.png,5,4
data/train/train\5\18955.png,5,3
data/train/train\5\18957.png,5,4
data/train/train\5\18958.png,5,0
data/train/train\5\18959.png,5,1
data/train/train\5\18960.png,5,0
data/train/train\5\18961.png,5,2
data/train/train\5\18962.png,5,0
data/train/train\5\18963.png,5,0
data/train/train\5\18964.png,5,0
data/train/train\5\18965.png,5,4
data/train/train\5\18967.png,5,1
data/train/train\5\18968.png,5,0
data/train/train\5\18970.png,5,2
data/train/train\5\18971.png,5,0
data/train/train\5\22834.png,5,2
data/train/train\5\22835.png,5,4
data/train/train\5\22837.png,5,2
data/train/train\5\22838.png,5,0
data/train/train\5\22839.png,5,3
data/train/train\5\22840.png,5,1
data/train/train\5\22841.png,5,1
data/train/train\5\22842.png,5,3
data/train/train\5\22843.png,5,4
data/train/train\5\22844.png,5,3
data/train/train\5\22846.png,5,0
data/train/train\5\22847.png,5,4
data/train/train\5\22849.png,5,3
data/train/train\5\22850.png,5,2
data/train/train\5\22851.png,5,0
data/train/train\5\22852.png,5,2
data/train/train\5\29819.png,5,1
data/train/train\5\29820.png,5,0
data/train/train\5\29821.png,5,1
data/train/train\5\29822.png,5,0
data/train/train\5\29823.png,5,0
data/train/train\5\29824.png,5,3
data/train/train\5\29826.png,5,1
data/train/train\5\29827.png,5,4
data/train/train\5\29830.png,5,2
data/train/train\5\29831.png,5,2
data/train/train\5\29832.png,5,3
data/train/train\5\29833.png,5,2
data/train/train\5\29834.png,5,3
data/train/train\5\29835.png,5,0
data/train/train\5\29836.png,5,3
data/train/train\5\29839.png,5,4
data/train/train\5\29840.png,5,1
data/train/train\5\29841.png,5,4
data/train/train\5\29842.png,5,2
data/train/train\5\29844.png,5,2
data/train/train\5\29845.png,5,3
data/train/train\5\29846.png,5,4
data/train/train\5\29847.png,5,0
data/train/train\5\29848.png,5,3
data/train/train\5\29849.png,5,0
data/train/train\5\29851.png,5,3
data/train/train\5\29852.png,5,4
data/train/train\5\29853.png,5,0
data/train/train\5\29854.png,5,0
data/train/train\5\29855.png,5,3
data/train/train\5\29856.png,5,2
data/train/train\5\29857.png,5,4
data/train/train\5\29858.png,5,4
data/train/train\5\29859.png,5,1
data/train/train\5\29860.png,5,1
data/train/train\5\29862.png,5,0
data/train/train\5\29863.png,5,0
data/train/train\5\29865.png,5,3
data/train/train\5\29866.png,5,2
data/train/train\5\29867.png,5,1
data/train/train\5\29868.png,5,3
data/train/train\5\29869.png,5,2
data/train/train\5\29870.png,5,3
data/train/train\5\29871.png,5,3
data/train/train\5\29872.png,5,0
data/train/train\5\29873.png,5,3
data/train/train\5\29874.png,5,2
data/train/train\5\29875.png,5,2
data/train/train\5\29876.png,5,1
data/train/train\5\29877.png,5,0
data/train/train\5\29878.png,5,4
data/train/train\5\29880.png,5,0
data/train/train\5\29881.png,5,2
data/train/train\5\29882.png,5,3
data/train/train\5\29883.png,5,2
data/train/train\5\29884.png,5,1
data/train/train\5\29885.png,5,1
data/train/train\5\29886.png,5,0
data/train/train\5\29888.png,5,3
data/train/train\5\29889.png,5,3
data/train/train\5\29890.png,5,2
data/train/train\5\29891.png,5,4
data/train/train\5\29892.png,5,0
data/train/train\5\29893.png,5,4
data/train/train\5\29895.png,5,0
data/train/train\5\29896.png,5,2
data/train/train\5\29897.png,5,3
data/train/train\5\29898.png,5,1
data/train/train\5\29899.png,5,1
data/train/train\5\29900.png,5,0
data/train/train\5\29901.png,5,1
data/train/train\5\29902.png,5,1
data/train/train\5\29903.png,5,3
data/train/train\5\29904.png,5,2
data/train/train\5\29905.png,5,2
data/train/train\5\29906.png,5,3
data/train/train\5\29907.png,5,1
data/train/train\5\29908.png,5,2
data/train/train\5\29910.png,5,4
data/train/train\5\29911.png,5,3
data/train/train\5\29912.png,5,0
data/train/train\5\29913.png,5,4
data/train/train\5\29914.png,5,2
data/train/train\5\29915.png,5,2
data/train/train\5\29916.png,5,0
data/train/train\5\29917.png,5,1
data/train/train\5\29919.png,5,2
data/train/train\5\29921.png,5,2
data/train/train\5\29923.png,5,0
data/train/train\5\29924.png,5,0
data/train/train\5\29925.png,5,2
data/train/train\5\29926.png,5,4
data/train/train\5\29927.png,5,3
data/train/train\5\29928.png,5,4
data/train/train\5\29929.png,5,4
data/train/train\5\29930.png,5,1
data/train/train\5\29931.png,5,3
data/train/train\5\29932.png,5,4
data/train/train\5\29933.png,5,1
data/train/train\5\29934.png,5,1
data/train/train\5\29935.png,5,1
data/train/train\5\29936.png,5,1
data/train/train\5\29937.png,5,0
data/train/train\5\29938.png,5,4
data/train/train\5\29939.png,5,3
data/train/train\5\29940.png,5,4
data/train/train\5\29941.png,5,3
data/train/train\5\29942.png,5,3
data/train/train\5\29943.png,5,1
data/train/train\5\29944.png,5,2
data/train/train\5\29945.png,5,4
data/train/train\5\29946.png,5,3
data/train/train\5\29947.png,5,4
data/train/train\5\29948.png,5,2
data/train/train\5\29950.png,5,4
data/train/train\5\29951.png,5,1
data/train/train\5\29952.png,5,0
data/train/train\5\29953.png,5,1
data/train/train\5\29954.png,5,0
data/train/train\5\29955.png,5,3
data/train/train\5\29956.png,5,2
data/train/train\5\29957.png,5,1
data/train/train\5\29958.png,5,4
data/train/train\5\29959.png,5,2
data/train/train\5\29960.png,5,3
data/train/train\5\29961.png,5,3
data/train/train\5\29964.png,5,4
data/train/train\5\29965.png,5,3
data/train/train\5\29966.png,5,2
data/train/train\5\29967.png,5,2
data/train/train\5\29969.png,5,0
data/train/train\5\29971.png,5,4
data/train/train\5\29973.png,5,1
data/train/train\5\29974.png,5,3
data/train/train\5\29976.png,5,3
data/train/train\5\29977.png,5,4
data/train/train\5\29978.png,5,4
data/train/train\5\29979.png,5,3
data/train/train\5\29980.png,5,4
data/train/train\5\29981.png,5,4
data/train/train\5\29982.png,5,0
data/train/train\5\29983.png,5,0
data/train/train\5\29985.png,5,0
data/train/train\5\29986.png,5,3
data/train/train\5\29987.png,5,4
data/train/train\5\29988.png,5,1
data/train/train\5\29990.png,5,2
data/train/train\5\41119.png,5,1
data/train/train\5\41120.png,5,2
data/train/train\5\41121.png,5,1
data/train/train\5\41123.png,5,3
data/train/train\5\41124.png,5,4
data/train/train\5\41126.png,5,4
data/train/train\5\41127.png,5,2
data/train/train\5\41128.png,5,3
data/train/train\5\41129.png,5,1
data/train/train\5\41130.png,5,1
data/train/train\5\41132.png,5,1
data/train/train\5\41133.png,5,3
data/train/train\5\41134.png,5,1
data/train/train\5\41135.png,5,1
data/train/train\5\41136.png,5,2
data/train/train\5\41137.png,5,3
data/train/train\5\41139.png,5,2
data/train/train\5\41141.png,5,3
data/train/train\5\41142.png,5,3
data/train/train\5\41143.png,5,4
data/train/train\5\41144.png,5,4
data/train/train\5\41145.png,5,4
data/train/train\5\41146.png,5,3
data/train/train\5\41147.png,5,2
data/train/train\5\41148.png,5,1
data/train/train\5\41149.png,5,2
data/train/train\5\41150.png,5,1
data/train/train\5\41151.png,5,4
data/train/train\5\41152.png,5,4
data/train/train\5\41154.png,5,2
data/train/train\5\41155.png,5,4
data/train/train\5\41156.png,5,0
data/train/train\5\41158.png,5,4
data/train/train\5\41159.png,5,4
data/train/train\5\41161.png,5,1
data/train/train\5\41162.png,5,2
data/train/train\5\41163.png,5,4
data/train/train\5\41164.png,5,1
data/train/train\5\41165.png,5,3
data/train/train\5\41166.png,5,3
data/train/train\5\41168.png,5,0
data/train/train\5\41169.png,5,0
data/train/train\5\41170.png,5,4
data/train/train\5\41171.png,5,0
data/train/train\5\41172.png,5,1
data/train/train\5\41173.png,5,3
data/train/train\5\41174.png,5,2
data/train/train\5\41175.png,5,0
data/train/train\5\41176.png,5,1
data/train/train\5\41177.png,5,1
data/train/train\5\41178.png,5,0
data/train/train\5\41180.png,5,2
data/train/train\5\41181.png,5,2
data/train/train\5\41182.png,5,4
data/train/train\5\41183.png,5,1
data/train/train\5\41185.png,5,2
data/train/train\5\41186.png,5,3
data/train/train\5\41187.png,5,4
data/train/train\5\41188.png,5,0
data/train/train\5\41189.png,5,3
data/train/train\5\41190.png,5,4
data/train/train\5\41191.png,5,3
data/train/train\5\41192.png,5,1
data/train/train\5\41193.png,5,0
data/train/train\5\41195.png,5,4
data/train/train\5\41196.png,5,0
data/train/train\5\41197.png,5,0
data/train/train\5\41198.png,5,3
data/train/train\5\41199.png,5,3
data/train/train\5\41201.png,5,0
data/train/train\5\41202.png,5,2
data/train/train\5\41203.png,5,1
data/train/train\5\41204.png,5,0
data/train/train\5\41205.png,5,3
data/train/train\5\41206.png,5,1
data/train/train\5\41207.png,5,2
data/train/train\5\41208.png,5,2
data/train/train\5\41209.png,5,1
data/train/train\5\41210.png,5,1
data/train/train\5\41211.png,5,1
data/train/train\5\41212.png,5,2
data/train/train\5\41213.png,5,3
data/train/train\5\41215.png,5,0
data/train/train\5\41216.png,5,1
data/train/train\5\41217.png,5,1
data/train/train\5\41218.png,5,3
data/train/train\5\41219.png,5,2
data/train/train\5\41220.png,5,1
data/train/train\5\41221.png,5,2
data/train/train\5\41222.png,5,2
data/train/train\5\41223.png,5,0
data/train/train\5\41224.png,5,0
data/train/train\5\41225.png,5,1
data/train/train\5\41226.png,5,0
data/train/train\5\41227.png,5,4
data/train/train\5\41228.png,5,1
data/train/train\5\41230.png,5,4
data/train/train\5\41231.png,5,3
data/train/train\5\41233.png,5,3
data/train/train\5\41234.png,5,3
data/train/train\5\41235.png,5,3
data/train/train\5\41236.png,5,0
data/train/train\5\41237.png,5,1
data/train/train\5\41239.png,5,1
data/train/train\5\41240.png,5,1
data/train/train\5\41241.png,5,2
data/train/train\5\41242.png,5,3
data/train/train\5\41244.png,5,1
data/train/train\5\41245.png,5,1
data/train/train\5\41246.png,5,3
data/train/train\5\41248.png,5,4
data/train/train\5\41249.png,5,4
data/train/train\5\41250.png,5,4
data/train/train\5\41251.png,5,2
data/train/train\5\41252.png,5,4
data/train/train\5\41253.png,5,1
data/train/train\5\41255.png,5,1
data/train/train\5\41256.png,5,2
data/train/train\5\41257.png,5,3
data/train/train\5\41258.png,5,1
data/train/train\5\41259.png,5,3
data/train/train\5\41260.png,5,3
data/train/train\5\41261.png,5,1
data/train/train\5\41262.png,5,1
data/train/train\5\41263.png,5,4
data/train/train\5\41265.png,5,4
data/train/train\5\41269.png,5,3
data/train/train\5\41270.png,5,1
data/train/train\5\41271.png,5,3
data/train/train\5\41272.png,5,1
data/train/train\5\41274.png,5,0
data/train/train\5\41275.png,5,4
data/train/train\5\41276.png,5,2
data/train/train\5\41278.png,5,0
data/train/train\5\41279.png,5,3
data/train/train\5\41280.png,5,4
data/train/train\5\41281.png,5,4
data/train/train\5\41282.png,5,4
data/train/train\5\41283.png,5,4
data/train/train\5\41284.png,5,4
data/train/train\5\41285.png,5,0
data/train/train\5\41286.png,5,2
data/train/train\5\41287.png,5,1
data/train/train\5\41288.png,5,4
data/train/train\5\41289.png,5,3
data/train/train\5\41290.png,5,1
data/train/train\5\41291.png,5,0
data/train/train\5\41292.png,5,0
data/train/train\5\41293.png,5,1
data/train/train\5\41294.png,5,1
data/train/train\5\41295.png,5,2
data/train/train\5\41296.png,5,4
data/train/train\5\41297.png,5,1
data/train/train\5\41298.png,5,1
data/train/train\5\41299.png,5,3
data/train/train\5\41300.png,5,4
data/train/train\5\41301.png,5,3
data/train/train\5\41302.png,5,2
data/train/train\5\41303.png,5,1
data/train/train\5\41304.png,5,4
data/train/train\5\41305.png,5,1
data/train/train\5\41306.png,5,0
data/train/train\5\41307.png,5,1
data/train/train\5\41308.png,5,0
data/train/train\5\41309.png,5,0
data/train/train\5\41310.png,5,4
data/train/train\5\41311.png,5,2
data/train/train\5\41312.png,5,3
data/train/train\5\41313.png,5,2
data/train/train\5\41314.png,5,3
data/train/train\5\41315.png,5,4
data/train/train\5\41316.png,5,4
data/train/train\5\41318.png,5,4
data/train/train\5\41319.png,5,4
data/train/train\5\41320.png,5,4
data/train/train\5\41321.png,5,0
data/train/train\5\41323.png,5,0
data/train/train\5\41324.png,5,2
data/train/train\5\41325.png,5,2
data/train/train\5\41326.png,5,3
data/train/train\5\41327.png,5,1
data/train/train\5\41328.png,5,0
data/train/train\5\41330.png,5,3
data/train/train\5\41331.png,5,1
data/train/train\5\41332.png,5,1
data/train/train\5\41333.png,5,0
data/train/train\5\41334.png,5,0
data/train/train\5\41335.png,5,4
data/train/train\5\41336.png,5,4
data/train/train\5\41337.png,5,3
data/train/train\5\41338.png,5,2
data/train/train\5\41339.png,5,0
data/train/train\5\41341.png,5,0
data/train/train\5\41342.png,5,0
data/train/train\5\41343.png,5,3
data/train/train\5\41344.png,5,4
data/train/train\5\41345.png,5,2
data/train/train\5\41347.png,5,2
data/train/train\5\41348.png,5,1
data/train/train\5\41349.png,5,1
data/train/train\5\41350.png,5,3
data/train/train\5\41352.png,5,0
data/train/train\5\41353.png,5,1
data/train/train\5\41354.png,5,4
data/train/train\5\41355.png,5,2
data/train/train\5\41358.png,5,4
data/train/train\5\41361.png,5,3
data/train/train\5\41362.png,5,4
data/train/train\5\41364.png,5,3
data/train/train\5\41365.png,5,2
data/train/train\5\41366.png,5,2
data/train/train\5\41367.png,5,3
data/train/train\5\41368.png,5,0
data/train/train\5\41369.png,5,0
data/train/train\5\41370.png,5,1
data/train/train\5\41373.png,5,4
data/train/train\5\41374.png,5,3
data/train/train\5\41375.png,5,4
data/train/train\5\41376.png,5,0
data/train/train\5\41377.png,5,0
data/train/train\5\41378.png,5,4
data/train/train\5\41379.png,5,3
data/train/train\5\41380.png,5,1
data/train/train\5\41381.png,5,0
data/train/train\5\41383.png,5,4
data/train/train\5\41385.png,5,0
data/train/train\5\41386.png,5,0
data/train/train\5\41387.png,5,2
data/train/train\5\41388.png,5,3
data/train/train\5\41389.png,5,3
data/train/train\5\41390.png,5,0
data/train/train\5\41391.png,5,3
data/train/train\5\41392.png,5,0
data/train/train\5\41393.png,5,0
data/train/train\5\41394.png,5,1
data/train/train\5\41395.png,5,0
data/train/train\5\41396.png,5,2
data/train/train\5\41397.png,5,3
data/train/train\5\41398.png,5,1
data/train/train\5\41399.png,5,0
data/train/train\5\41400.png,5,4
data/train/train\5\41401.png,5,0
data/train/train\5\41402.png,5,3
data/train/train\5\41404.png,5,4
data/train/train\5\41405.png,5,0
data/train/train\5\41406.png,5,3
data/train/train\5\41407.png,5,0
data/train/train\5\41408.png,5,4
data/train/train\5\41409.png,5,0
data/train/train\5\41410.png,5,0
data/train/train\5\41411.png,5,4
data/train/train\5\41412.png,5,3
data/train/train\5\41414.png,5,4
data/train/train\5\41415.png,5,4
data/train/train\5\41416.png,5,0
data/train/train\5\41418.png,5,3
data/train/train\5\41419.png,5,3
data/train/train\5\41420.png,5,4
data/train/train\5\41421.png,5,0
data/train/train\5\41422.png,5,2
data/train/train\5\41423.png,5,4
data/train/train\5\41424.png,5,3
data/train/train\5\41425.png,5,3
data/train/train\5\41427.png,5,3
data/train/train\5\41428.png,5,4
data/train/train\5\41429.png,5,4
data/train/train\5\41430.png,5,2
data/train/train\5\41431.png,5,1
data/train/train\5\41432.png,5,0
data/train/train\5\41433.png,5,2
data/train/train\5\41434.png,5,1
data/train/train\5\41437.png,5,0
data/train/train\5\41438.png,5,4
data/train/train\5\41439.png,5,2
data/train/train\5\41440.png,5,4
data/train/train\5\41441.png,5,0
data/train/train\5\41442.png,5,2
data/train/train\5\41443.png,5,4
data/train/train\5\41444.png,5,1
data/train/train\5\41445.png,5,3
data/train/train\5\41446.png,5,2
data/train/train\5\41448.png,5,2
data/train/train\5\41449.png,5,4
data/train/train\5\41450.png,5,3
data/train/train\5\41451.png,5,2
data/train/train\5\41452.png,5,1
data/train/train\5\41453.png,5,0
data/train/train\5\41454.png,5,0
data/train/train\5\41455.png,5,1
data/train/train\5\41456.png,5,0
data/train/train\5\41457.png,5,4
data/train/train\5\41458.png,5,0
data/train/train\5\41459.png,5,1
data/train/train\5\41460.png,5,1
data/train/train\5\41461.png,5,4
data/train/train\5\41462.png,5,2
data/train/train\5\41463.png,5,4
data/train/train\5\41465.png,5,1
data/train/train\5\41466.png,5,0
data/train/train\5\41467.png,5,4
data/train/train\5\41468.png,5,4
data/train/train\5\41469.png,5,0
data/train/train\5\41470.png,5,4
data/train/train\5\41471.png,5,3
data/train/train\5\41472.png,5,4
data/train/train\5\41473.png,5,3
data/train/train\5\41475.png,5,3
data/train/train\5\41476.png,5,1
data/train/train\5\41477.png,5,2
data/train/train\5\41478.png,5,0
data/train/train\5\41479.png,5,3
data/train/train\5\41480.png,5,0
data/train/train\5\41481.png,5,0
data/train/train\5\41482.png,5,4
data/train/train\5\41483.png,5,4
data/train/train\5\41484.png,5,1
data/train/train\5\41485.png,5,3
data/train/train\5\41486.png,5,1
data/train/train\5\41487.png,5,0
data/train/train\5\41488.png,5,1
data/train/train\5\43750.png,5,0
data/train/train\5\43751.png,5,0
data/train/train\5\43752.png,5,1
data/train/train\5\43753.png,5,3
data/train/train\5\43754.png,5,2
data/train/train\5\43755.png,5,3
data/train/train\5\43756.png,5,4
data/train/train\5\43757.png,5,2
data/train/train\5\43758.png,5,4
data/train/train\5\43759.png,5,0
data/train/train\5\43760.png,5,1
data/train/train\5\43761.png,5,4
data/train/train\5\43762.png,5,2
data/train/train\5\43763.png,5,2
data/train/train\5\43764.png,5,1
data/train/train\5\43765.png,5,3
data/train/train\5\43766.png,5,4
data/train/train\5\43767.png,5,2
data/train/train\5\43768.png,5,2
data/train/train\5\43769.png,5,3
data/train/train\5\43770.png,5,2
data/train/train\5\43771.png,5,4
data/train/train\5\43774.png,5,4
data/train/train\5\43775.png,5,0
data/train/train\5\43776.png,5,1
data/train/train\5\43777.png,5,3
data/train/train\5\43778.png,5,3
data/train/train\5\43779.png,5,0
data/train/train\5\43780.png,5,0
data/train/train\5\43781.png,5,1
data/train/train\5\43782.png,5,1
data/train/train\5\43783.png,5,2
data/train/train\5\43784.png,5,3
data/train/train\5\43785.png,5,1
data/train/train\5\43786.png,5,2
data/train/train\5\43787.png,5,4
data/train/train\5\43788.png,5,0
data/train/train\5\43789.png,5,1
data/train/train\5\43790.png,5,3
data/train/train\5\43791.png,5,3
data/train/train\5\43792.png,5,4
data/train/train\5\43793.png,5,3
data/train/train\5\43794.png,5,0
data/train/train\5\44701.png,5,1
data/train/train\5\44702.png,5,3
data/train/train\5\44703.png,5,2
data/train/train\5\44704.png,5,4
data/train/train\5\44705.png,5,3
data/train/train\5\44706.png,5,3
data/train/train\5\44707.png,5,2
data/train/train\5\44708.png,5,0
data/train/train\5\44709.png,5,1
data/train/train\5\44710.png,5,3
data/train/train\5\44712.png,5,0
data/train/train\5\44713.png,5,1
data/train/train\5\49711.png,5,3
data/train/train\5\49712.png,5,0
data/train/train\5\49713.png,5,3
data/train/train\5\49714.png,5,3
data/train/train\5\49715.png,5,1
data/train/train\5\49716.png,5,4
data/train/train\5\49717.png,5,4
data/train/train\5\49718.png,5,1
data/train/train\5\49720.png,5,0
data/train/train\5\49721.png,5,4
data/train/train\5\49723.png,5,1
data/train/train\5\49724.png,5,4
data/train/train\5\49725.png,5,2
data/train/train\5\49726.png,5,0
data/train/train\5\49727.png,5,2
data/train/train\5\49728.png,5,0
data/train/train\5\49729.png,5,0
data/train/train\5\49730.png,5,2
data/train/train\5\49731.png,5,1
data/train/train\5\49732.png,5,3
data/train/train\5\49733.png,5,4
data/train/train\5\49734.png,5,3
data/train/train\5\49735.png,5,0
data/train/train\5\49736.png,5,0
data/train/train\5\49737.png,5,0
data/train/train\5\49738.png,5,4
data/train/train\5\49740.png,5,0
data/train/train\5\49742.png,5,2
data/train/train\5\49743.png,5,4
data/train/train\5\49744.png,5,3
data/train/train\5\49745.png,5,0
data/train/train\5\49747.png,5,1
data/train/train\5\49748.png,5,1
data/train/train\5\49749.png,5,0
data/train/train\5\49750.png,5,2
data/train/train\5\49751.png,5,3
data/train/train\5\49752.png,5,1
data/train/train\5\49753.png,5,4
data/train/train\5\49754.png,5,1
data/train/train\5\49755.png,5,2
data/train/train\5\49756.png,5,0
data/train/train\5\49757.png,5,1
data/train/train\5\49758.png,5,2
data/train/train\5\49759.png,5,1
data/train/train\5\49760.png,5,1
data/train/train\5\49761.png,5,3
data/train/train\5\49763.png,5,0
data/train/train\5\49764.png,5,2
data/train/train\5\49765.png,5,0
data/train/train\5\49766.png,5,2
data/train/train\5\49767.png,5,0
data/train/train\5\49768.png,5,4
data/train/train\5\49769.png,5,4
data/train/train\5\49770.png,5,4
data/train/train\5\49772.png,5,3
data/train/train\5\49773.png,5,1
data/train/train\5\49774.png,5,1
data/train/train\5\49775.png,5,2
data/train/train\5\49776.png,5,4
data/train/train\5\49777.png,5,3
data/train/train\5\49778.png,5,2
data/train/train\5\49780.png,5,2
data/train/train\5\49781.png,5,3
data/train/train\5\49784.png,5,3
data/train/train\5\49785.png,5,1
data/train/train\5\49786.png,5,1
data/train/train\5\49789.png,5,4
data/train/train\5\49790.png,5,4
data/train/train\5\49791.png,5,2
data/train/train\5\49792.png,5,3
data/train/train\5\49794.png,5,1
data/train/train\5\49795.png,5,4
data/train/train\5\49796.png,5,3
data/train/train\5\49797.png,5,1
data/train/train\5\50867.png,5,3
data/train/train\5\50868.png,5,1
data/train/train\5\50870.png,5,1
data/train/train\5\50871.png,5,2
data/train/train\5\50872.png,5,2
data/train/train\5\50873.png,5,4
data/train/train\5\50874.png,5,1
data/train/train\5\50875.png,5,2
data/train/train\5\50877.png,5,1
data/train/train\5\50878.png,5,0
data/train/train\5\50880.png,5,2
